contestID,problemID,rating,tags
750,E,2617,"['data structures', 'divide and conquer', 'dp']"
750,F,2838,"['constructive algorithms', 'implementation', 'trees']"
750,G,3240,"['bitmasks', 'brute force', 'combinatorics', 'dp']"
750,H,4000,"['dfs and similar', 'dsu', 'graphs']"
748,A,1124,"['implementation', 'math']"
748,B,1723,"['implementation', 'strings']"
748,C,1464,"['constructive algorithms', 'math']"
748,D,2147,"['constructive algorithms', 'data structures', 'greedy']"
748,E,2388,"['binary search', 'greedy', 'two pointers']"
748,F,2705,"['constructive algorithms', 'dfs and similar', 'graphs', 'trees']"
752,A,933,"['constructive algorithms', 'math']"
752,B,1669,"['greedy', 'implementation', 'strings']"
752,C,1393,"['greedy', 'shortest paths']"
752,D,2086,"['data structures', 'greedy', 'hashing', 'strings']"
752,E,2168,"['binary search', 'dp', 'two pointers']"
752,F,2546,['trees']
749,A,713,"['greedy', 'implementation', 'math', 'number theory']"
749,B,1251,"['brute force', 'constructive algorithms', 'geometry']"
749,C,1637,"['greedy', 'implementation', 'two pointers']"
749,D,1988,"['binary search', 'data structures']"
749,E,2568,"['data structures', 'probabilities']"
747,A,981,"['brute force', 'math']"
747,B,1071,"['implementation', 'strings']"
747,C,1419,['implementation']
747,D,1864,"['greedy', 'sortings']"
747,E,1736,"['dfs and similar', 'expression parsing']"
747,F,2673,"['brute force', 'combinatorics', 'dp']"
746,A,837,['math']
746,B,1005,"['implementation', 'strings']"
746,C,1678,"['constructive algorithms', 'implementation', 'math']"
746,D,1581,"['constructive algorithms', 'greedy']"
746,E,1940,"['greedy', 'implementation']"
746,F,2459,"['data structures', 'greedy', 'two pointers']"
746,G,2077,"['constructive algorithms', 'trees']"
744,A,1751,"['dfs and similar', 'graphs']"
744,B,1874,"['bitmasks', 'divide and conquer']"
744,C,2385,"['bitmasks', 'brute force', 'dp']"
744,D,3490,['geometry']
744,E,3263,"['strings', 'two pointers']"
745,A,986,"['implementation', 'strings']"
745,B,1534,['implementation']
745,C,1623,"['constructive algorithms', 'dfs and similar', 'graphs']"
745,D,2121,['bitmasks']
745,E,2747,[]
743,A,1289,"['constructive algorithms', 'greedy', 'implementation']"
743,B,1251,"['binary search', 'bitmasks', 'constructive algorithms', 'implementation']"
743,C,1541,"['brute force', 'constructive algorithms', 'math', 'number theory']"
743,D,1857,"['dfs and similar', 'dp', 'trees']"
743,E,2288,"['binary search', 'bitmasks', 'brute force', 'dp']"
741,A,1637,"['dfs and similar', 'math']"
741,B,1658,"['dfs and similar', 'dp', 'dsu']"
741,C,2620,"['constructive algorithms', 'dfs and similar']"
741,D,2931,"['data structures', 'trees']"
741,E,3492,"['data structures', 'string suffix structures']"
742,A,1066,"['implementation', 'math', 'number theory']"
742,B,1604,"['math', 'number theory']"
742,C,1697,"['dfs and similar', 'math']"
742,D,1824,"['dfs and similar', 'dp', 'dsu']"
742,E,2763,[]
735,A,1064,"['implementation', 'strings']"
735,B,1259,"['greedy', 'sortings']"
735,C,1670,"['greedy', 'math']"
735,D,1650,"['math', 'number theory']"
735,E,2991,"['dp', 'trees']"
736,A,1682,"['dfs and similar', 'dp', 'math']"
736,B,1707,"['math', 'number theory']"
736,C,2485,['dp']
736,D,2803,"['math', 'matrices']"
736,E,2898,"['constructive algorithms', 'flows', 'greedy']"
739,A,1576,"['constructive algorithms', 'greedy']"
739,B,1944,"['binary search', 'data structures', 'dfs and similar', 'graphs', 'trees']"
739,C,2510,['data structures']
739,D,3556,['graph matchings']
739,E,3111,"['brute force', 'data structures', 'dp', 'flows', 'math', 'probabilities', 'sortings']"
740,A,1338,"['brute force', 'implementation']"
740,B,1256,['constructive algorithms']
740,C,1693,['constructive algorithms']
740,D,2064,"['binary search', 'data structures', 'dfs and similar', 'graph matchings', 'graphs']"
740,E,2696,[]
729,A,1319,"['implementation', 'strings']"
729,B,1545,"['dp', 'implementation']"
729,C,1872,"['binary search', 'greedy', 'sortings']"
729,D,1957,"['constructive algorithms', 'greedy']"
729,E,2126,"['constructive algorithms', 'data structures', 'greedy', 'sortings']"
729,F,2821,['dp']
737,A,1836,['binary search']
737,B,1706,"['greedy', 'implementation']"
737,C,1924,['greedy']
737,D,2511,"['dp', 'games']"
737,E,4000,"['graph matchings', 'graphs', 'greedy', 'schedules']"
737,F,4000,"['constructive algorithms', 'math']"
738,A,1138,"['implementation', 'strings']"
738,B,1321,"['brute force', 'dp', 'implementation']"
738,C,1816,['binary search']
738,D,1731,"['binary search', 'constructive algorithms', 'greedy']"
738,E,2111,"['constructive algorithms', 'greedy']"
738,F,4000,"['dp', 'games']"
734,A,659,"['implementation', 'strings']"
734,B,931,"['implementation', 'math']"
734,C,1769,"['binary search', 'dp', 'greedy', 'two pointers']"
734,D,1762,['implementation']
734,E,2158,"['dfs and similar', 'dp', 'trees']"
734,F,2782,"['bitmasks', 'constructive algorithms', 'implementation', 'math']"
733,A,1141,['implementation']
733,B,1200,['math']
733,C,2005,"['constructive algorithms', 'dp', 'greedy', 'two pointers']"
733,D,1719,"['data structures', 'hashing']"
733,E,2469,"['data structures', 'math', 'two pointers']"
733,F,2545,"['data structures', 'dsu', 'graphs', 'trees']"
725,A,1111,['implementation']
725,B,1262,['math']
725,C,1741,"['brute force', 'constructive algorithms', 'implementation']"
725,D,1872,"['data structures', 'greedy']"
725,E,2705,['brute force']
725,F,2905,['greedy']
725,G,4000,[]
732,A,808,"['brute force', 'constructive algorithms', 'math']"
732,B,1151,"['dp', 'greedy']"
732,C,1391,"['constructive algorithms', 'greedy']"
732,D,1754,"['binary search', 'greedy', 'sortings']"
732,E,2110,"['greedy', 'sortings']"
732,F,2407,"['dfs and similar', 'graphs']"
731,A,800,"['implementation', 'strings']"
731,B,1259,"['constructive algorithms', 'greedy']"
731,C,1654,"['dfs and similar', 'dsu', 'graphs', 'greedy']"
731,D,2261,"['brute force', 'data structures', 'greedy', 'sortings']"
731,E,2289,"['dp', 'games']"
731,F,1994,"['brute force', 'data structures', 'implementation', 'number theory']"
727,A,1379,"['brute force', 'dfs and similar']"
727,B,1794,"['expression parsing', 'implementation']"
727,C,1641,"['constructive algorithms', 'math']"
727,D,1941,"['constructive algorithms', 'flows', 'greedy']"
727,E,2477,"['data structures', 'hashing', 'string suffix structures', 'strings']"
727,F,2679,"['binary search', 'dp', 'greedy']"
724,A,1057,['implementation']
724,B,1573,"['brute force', 'greedy', 'implementation']"
724,C,1853,"['greedy', 'hashing', 'implementation', 'math', 'number theory']"
724,D,1900,"['data structures', 'greedy', 'strings']"
724,E,2848,"['dp', 'flows', 'greedy']"
724,F,3051,"['combinatorics', 'dp', 'trees']"
724,G,2614,"['bitmasks', 'graphs', 'math', 'number theory', 'trees']"
723,A,721,['sortings']
723,B,1197,"['expression parsing', 'implementation']"
723,C,1668,['greedy']
723,D,1681,"['dfs and similar', 'dsu', 'greedy']"
723,E,2362,"['constructive algorithms', 'dfs and similar', 'flows', 'graphs', 'greedy']"
723,F,2273,"['dsu', 'graphs', 'greedy', 'implementation']"
722,A,1458,"['brute force', 'implementation']"
722,B,1309,"['implementation', 'strings']"
722,C,1655,"['data structures', 'dsu']"
722,D,1915,"['binary search', 'data structures', 'dfs and similar', 'greedy']"
722,E,3065,"['combinatorics', 'dp']"
722,F,2773,"['chinese remainder theorem', 'implementation', 'number theory', 'two pointers']"
721,A,810,['implementation']
721,B,1311,"['sortings', 'strings']"
721,C,1932,"['dp', 'graphs']"
721,D,2059,"['constructive algorithms', 'data structures', 'greedy', 'math']"
721,E,2831,"['binary search', 'dp']"
719,A,1217,['implementation']
719,B,1461,['greedy']
719,C,1829,['implementation']
719,E,2400,"['data structures', 'math', 'matrices']"
715,A,1587,"['constructive algorithms', 'math']"
715,B,2412,"['binary search', 'constructive algorithms', 'graphs', 'shortest paths']"
715,C,2665,"['dfs and similar', 'divide and conquer', 'dsu', 'trees']"
715,D,3188,['constructive algorithms']
715,E,4000,[]
716,A,963,['implementation']
716,B,1473,['two pointers']
716,C,1650,"['constructive algorithms', 'math', 'number theory']"
716,D,2472,"['graphs', 'shortest paths']"
716,E,2913,['divide and conquer']
713,A,1531,"['data structures', 'implementation']"
713,B,2161,"['binary search', 'constructive algorithms']"
713,C,2294,"['dp', 'sortings']"
713,D,2741,"['binary search', 'data structures']"
713,E,3512,"['binary search', 'dp']"
714,A,1297,['math']
714,B,1343,['implementation']
714,C,1521,"['data structures', 'implementation']"
714,D,2262,['binary search']
714,E,2407,"['dp', 'flows', 'sortings']"
711,A,823,"['brute force', 'implementation']"
711,B,1548,['constructive algorithms']
711,C,1734,['dp']
711,D,1930,"['combinatorics', 'dfs and similar', 'graphs', 'math']"
711,E,2378,"['math', 'number theory', 'probabilities']"
708,A,1264,"['constructive algorithms', 'implementation']"
708,B,1977,"['constructive algorithms', 'implementation', 'math']"
708,C,2244,"['data structures', 'dfs and similar', 'dp', 'greedy', 'trees']"
708,D,3009,['flows']
708,E,3232,"['dp', 'math']"
709,A,997,['implementation']
709,B,1596,"['greedy', 'implementation', 'sortings']"
709,C,1329,['greedy']
709,D,2066,"['greedy', 'math']"
709,E,2649,"['dp', 'trees']"
707,A,1066,['implementation']
707,B,1408,['graphs']
707,C,1591,"['math', 'number theory']"
707,D,2188,"['data structures', 'dfs and similar', 'implementation']"
707,E,2489,['data structures']
706,A,1143,"['brute force', 'geometry', 'implementation']"
706,B,1233,"['binary search', 'dp', 'implementation']"
706,C,1674,['dp']
706,D,1839,"['binary search', 'data structures', 'trees']"
706,E,2587,"['data structures', 'implementation']"
704,A,1646,"['brute force', 'data structures', 'implementation']"
704,B,2561,"['dp', 'graphs', 'greedy']"
704,C,2949,"['dp', 'implementation']"
704,D,3188,['flows']
704,E,4000,"['geometry', 'trees']"
705,A,655,['implementation']
705,B,1236,['games']
705,C,1673,"['data structures', 'implementation']"
705,D,2775,"['dp', 'graphs']"
705,E,4000,[]
700,A,1864,"['binary search', 'math']"
700,B,1877,"['dfs and similar', 'dp', 'graphs', 'trees']"
700,C,2579,['dfs and similar']
700,D,3119,"['data structures', 'greedy']"
700,E,4000,"['string suffix structures', 'strings']"
701,A,883,"['greedy', 'implementation']"
701,B,1261,['math']
701,C,1516,"['binary search', 'two pointers']"
701,D,1968,"['binary search', 'math']"
701,E,2197,"['dfs and similar', 'graphs']"
701,F,4000,['graphs']
698,A,1217,['dp']
698,B,1691,"['constructive algorithms', 'dfs and similar', 'dsu', 'graphs', 'trees']"
698,C,2449,"['bitmasks', 'dp', 'probabilities']"
698,D,2878,"['brute force', 'geometry']"
698,E,2974,[]
698,F,3069,"['combinatorics', 'number theory']"
699,A,1194,['implementation']
699,B,1555,['implementation']
699,C,1456,"['brute force', 'dp']"
699,D,1803,"['constructive algorithms', 'dfs and similar', 'dsu', 'graphs', 'trees']"
699,E,4000,"['bitmasks', 'dp', 'probabilities']"
699,F,3005,[]
696,A,1646,"['data structures', 'implementation', 'trees']"
696,B,1712,"['dfs and similar', 'math', 'probabilities', 'trees']"
696,C,2002,"['combinatorics', 'dp', 'implementation', 'math', 'matrices']"
696,D,2460,"['data structures', 'dp', 'matrices', 'strings']"
696,E,3022,"['data structures', 'dsu', 'trees']"
696,F,4000,"['binary search', 'geometry', 'two pointers']"
697,A,1125,['math']
697,B,1601,['implementation']
697,C,1639,"['data structures', 'implementation', 'trees']"
697,D,1939,[]
697,E,2297,"['math', 'number theory']"
697,F,2852,[]
689,A,1520,"['brute force', 'constructive algorithms', 'implementation']"
689,B,1607,['dfs and similar']
689,C,1777,"['binary search', 'math']"
689,D,2173,"['binary search', 'data structures']"
689,E,2273,"['combinatorics', 'data structures', 'implementation']"
687,A,1283,"['dfs and similar', 'graphs']"
687,B,1959,"['chinese remainder theorem', 'math', 'number theory']"
687,C,1850,['dp']
687,D,2544,"['brute force', 'data structures', 'dsu', 'sortings']"
687,E,2860,"['dfs and similar', 'graphs']"
688,A,883,['implementation']
688,B,1026,"['constructive algorithms', 'math']"
688,C,1538,"['dfs and similar', 'graphs']"
688,D,2038,"['chinese remainder theorem', 'math', 'number theory']"
688,E,2103,['dp']
685,A,1666,"['brute force', 'dp', 'math']"
685,B,1879,"['data structures', 'dfs and similar', 'trees']"
685,C,2897,"['binary search', 'math']"
685,D,2654,['brute force']
685,E,2844,"['brute force', 'graphs']"
686,A,818,"['constructive algorithms', 'implementation']"
686,B,1238,"['constructive algorithms', 'implementation', 'sortings']"
686,C,1733,"['brute force', 'math']"
686,D,2137,"['data structures', 'dfs and similar', 'trees']"
686,E,4000,[]
682,A,1182,"['constructive algorithms', 'math', 'number theory']"
682,B,1301,['sortings']
682,C,1678,"['dfs and similar', 'dp', 'graphs', 'trees']"
682,D,1970,"['dp', 'strings']"
682,E,2587,"['geometry', 'two pointers']"
681,A,836,['implementation']
681,B,1400,['brute force']
681,C,1713,"['data structures', 'greedy']"
681,D,2085,"['dfs and similar', 'trees']"
681,E,2964,['geometry']
679,A,1512,['constructive algorithms']
679,B,2232,"['dp', 'greedy']"
679,C,2387,"['dfs and similar', 'dsu', 'implementation']"
679,D,2957,"['brute force', 'dfs and similar', 'graphs', 'implementation', 'math', 'probabilities']"
679,E,3309,['data structures']
680,A,995,"['constructive algorithms', 'implementation']"
680,B,1139,"['constructive algorithms', 'implementation']"
680,C,1440,"['constructive algorithms', 'number theory']"
680,D,2345,"['brute force', 'constructive algorithms', 'greedy']"
680,E,2500,[]
677,A,487,['implementation']
677,B,1467,"['implementation', 'math']"
677,C,1552,['implementation']
677,D,2369,"['data structures', 'dp', 'graphs', 'shortest paths']"
677,E,2586,"['binary search', 'brute force', 'dp', 'implementation']"
676,A,1004,['implementation']
676,B,1571,['implementation']
676,C,1595,"['binary search', 'dp', 'two pointers']"
676,D,2001,"['implementation', 'shortest paths']"
676,E,2509,['math']
675,A,1220,['math']
675,B,1473,"['brute force', 'constructive algorithms', 'math']"
675,C,2046,"['constructive algorithms', 'data structures', 'greedy', 'sortings']"
675,D,1840,"['data structures', 'trees']"
675,E,2385,"['data structures', 'dp', 'greedy']"
671,A,1918,"['dp', 'geometry', 'greedy', 'implementation']"
671,B,2042,"['binary search', 'greedy']"
671,C,2792,"['data structures', 'number theory']"
671,D,2940,"['data structures', 'dp', 'greedy']"
671,E,4000,"['data structures', 'greedy']"
672,A,905,['implementation']
672,B,1132,"['constructive algorithms', 'implementation', 'strings']"
672,C,1902,"['brute force', 'geometry', 'greedy']"
672,D,2096,"['binary search', 'greedy']"
672,E,4000,[]
673,A,963,['implementation']
673,B,1414,"['greedy', 'implementation']"
673,C,1511,[]
673,D,1619,[]
673,E,2499,"['divide and conquer', 'dp']"
673,F,4000,[]
674,A,1658,"['brute force', 'data structures', 'implementation']"
674,B,1519,"['constructive algorithms', 'graphs']"
674,C,2344,"['divide and conquer', 'dp']"
674,D,3355,[]
674,E,2728,"['dp', 'math', 'probabilities', 'trees']"
674,F,2889,['combinatorics']
674,G,3229,[]
670,A,1008,"['brute force', 'constructive algorithms', 'greedy', 'math']"
670,B,1185,['implementation']
670,C,1468,"['implementation', 'sortings']"
670,D1,1467,"['binary search', 'brute force']"
670,D2,1637,['binary search']
670,E,1785,"['data structures', 'dsu']"
670,F,2371,"['constructive algorithms', 'strings']"
666,A,1902,"['dp', 'implementation', 'strings']"
666,B,2099,"['graphs', 'shortest paths']"
666,C,2570,['combinatorics']
666,D,3014,['brute force']
666,E,3335,"['data structures', 'string suffix structures']"
667,A,1160,"['geometry', 'math']"
667,B,1211,"['constructive algorithms', 'geometry']"
667,C,1878,"['dp', 'strings']"
667,D,2263,"['brute force', 'graphs', 'shortest paths']"
667,E,4000,[]
668,A,1706,[]
668,B,1861,[]
668,C,2450,['math']
668,D,2078,['data structures']
668,E,3525,['graphs']
668,F,3525,['dp']
669,A,862,['math']
669,B,1186,[]
669,C,1481,"['constructive algorithms', 'implementation']"
669,D,1838,"['data structures', 'implementation', 'math']"
669,E,2091,['data structures']
662,A,2497,"['bitmasks', 'math', 'matrices', 'probabilities']"
662,B,2160,['dfs and similar']
662,C,3324,"['bitmasks', 'brute force', 'divide and conquer', 'dp', 'fft', 'math']"
662,D,2382,"['constructive algorithms', 'greedy', 'implementation', 'math']"
662,E,3324,"['brute force', 'dp', 'greedy']"
659,A,1179,"['implementation', 'math']"
659,B,1539,['sortings']
659,C,1329,"['greedy', 'implementation']"
659,D,1541,"['geometry', 'implementation', 'math']"
659,E,1682,"['data structures', 'dfs and similar', 'dsu', 'graphs', 'greedy']"
659,F,2253,"['dfs and similar', 'dsu', 'graphs', 'sortings']"
659,G,2428,"['combinatorics', 'dp']"
657,A,1765,['graphs']
657,B,2207,['math']
657,C,2411,['sortings']
657,D,2785,"['binary search', 'math', 'sortings']"
657,E,4000,[]
658,A,834,['implementation']
658,B,1232,[]
658,C,1654,[]
658,D,2324,[]
658,E,2769,[]
649,A,1296,['constructive algorithms']
649,B,1635,['constructive algorithms']
649,C,1720,"['greedy', 'sortings']"
649,D,1725,"['greedy', 'implementation']"
649,E,2234,"['binary search', 'data structures', 'greedy', 'sortings']"
648,A,1356,['constructive algorithms']
648,B,1352,"['constructive algorithms', 'sortings']"
648,C,1528,"['dfs and similar', 'graphs']"
648,D,2010,"['greedy', 'sortings']"
648,E,2406,[]
653,A,1125,"['brute force', 'implementation', 'sortings']"
653,B,1340,"['brute force', 'dfs and similar', 'dp', 'strings']"
653,C,1894,"['brute force', 'implementation']"
653,D,2322,"['binary search', 'flows', 'graphs']"
653,E,2446,"['dfs and similar', 'dsu', 'graphs', 'trees']"
653,F,2599,"['data structures', 'string suffix structures', 'strings']"
653,G,3085,"['combinatorics', 'math', 'number theory']"
645,A,1235,"['brute force', 'constructive algorithms', 'implementation']"
645,B,1315,"['greedy', 'math']"
645,C,1677,"['binary search', 'two pointers']"
645,D,1834,"['binary search', 'dp', 'graphs']"
645,E,2163,"['dp', 'greedy', 'strings']"
645,F,2561,"['combinatorics', 'math', 'number theory']"
645,G,3588,"['binary search', 'geometry']"
655,A,1303,[]
655,B,1391,[]
655,C,1700,"['binary search', 'two pointers']"
655,D,1842,"['binary search', 'graphs']"
655,E,2133,"['dp', 'greedy', 'strings']"
655,F,2518,"['combinatorics', 'number theory']"
655,G,3298,['geometry']
650,A,1489,"['data structures', 'geometry', 'math']"
650,B,2016,"['binary search', 'dp', 'two pointers']"
650,C,2169,"['dfs and similar', 'dp', 'dsu', 'graphs', 'greedy']"
650,D,2590,"['binary search', 'data structures', 'dp']"
650,E,3081,"['data structures', 'dfs and similar', 'dsu', 'trees']"
651,A,1169,"['dp', 'greedy']"
651,B,1241,"['greedy', 'sortings']"
651,C,1517,"['data structures', 'geometry', 'implementation', 'sortings']"
651,D,1980,"['binary search', 'dp', 'two pointers']"
651,E,2486,"['dsu', 'graphs', 'greedy']"
631,A,1136,"['brute force', 'implementation']"
631,B,1372,"['constructive algorithms', 'implementation']"
631,C,1828,"['data structures', 'sortings']"
631,D,2174,"['data structures', 'hashing', 'string suffix structures', 'strings']"
631,E,2564,"['data structures', 'dp', 'geometry']"
627,A,1933,"['dp', 'math']"
627,B,1681,['data structures']
627,C,2239,"['data structures', 'divide and conquer', 'greedy']"
627,D,2690,"['binary search', 'dfs and similar', 'dp', 'graphs', 'greedy', 'trees']"
627,E,3060,['two pointers']
627,F,4000,"['dfs and similar', 'dsu', 'graphs', 'trees']"
634,A,1536,"['constructive algorithms', 'implementation']"
634,B,1808,"['constructive algorithms', 'dp', 'implementation']"
634,C,1629,['data structures']
634,D,2202,"['data structures', 'divide and conquer', 'greedy']"
634,E,2628,[]
634,F,4000,['two pointers']
635,A,1186,"['brute force', 'implementation']"
635,B,1431,[]
635,C,1855,['dp']
635,D,1790,[]
635,E,2378,"['data structures', 'greedy']"
635,F,4000,"['binary search', 'dfs and similar', 'graphs', 'greedy']"
633,A,1259,"['brute force', 'math', 'number theory']"
633,B,1383,"['brute force', 'constructive algorithms', 'math', 'number theory']"
633,C,2015,"['data structures', 'dp', 'hashing', 'implementation', 'sortings', 'string suffix structures', 'strings']"
633,D,2108,"['brute force', 'hashing', 'implementation', 'math']"
633,E,2467,"['binary search', 'data structures', 'probabilities', 'two pointers']"
633,F,2559,"['dfs and similar', 'dp', 'trees']"
633,G,2717,"['bitmasks', 'data structures', 'dfs and similar']"
633,H,3114,"['data structures', 'implementation']"
629,A,865,"['brute force', 'constructive algorithms', 'implementation']"
629,B,1191,['brute force']
629,C,2029,"['dp', 'strings']"
629,D,2003,"['data structures', 'dp']"
629,E,2482,"['dfs and similar', 'dp', 'probabilities', 'trees']"
626,A,1046,"['brute force', 'implementation']"
626,B,1332,"['constructive algorithms', 'dp', 'math']"
626,C,1615,"['brute force', 'greedy', 'math', 'number theory']"
626,D,1816,"['brute force', 'combinatorics', 'dp', 'probabilities']"
626,E,2469,"['binary search', 'math', 'ternary search']"
626,F,2480,['dp']
626,G,3094,"['data structures', 'dp', 'greedy', 'math']"
625,A,1738,"['implementation', 'math']"
625,B,1335,"['constructive algorithms', 'strings']"
625,C,1314,"['constructive algorithms', 'implementation']"
625,D,2657,"['constructive algorithms', 'implementation']"
625,E,4000,"['data structures', 'greedy']"
623,A,1919,"['constructive algorithms', 'graphs']"
623,B,2301,"['dp', 'greedy', 'number theory']"
623,C,2917,"['binary search', 'dp']"
623,D,2640,"['greedy', 'probabilities']"
623,E,3472,"['combinatorics', 'dp', 'fft']"
624,A,898,['math']
624,B,1253,"['greedy', 'sortings']"
624,C,1829,"['constructive algorithms', 'dfs and similar', 'graphs']"
624,D,2642,"['dp', 'greedy', 'number theory']"
624,E,2981,[]
621,A,1059,['implementation']
621,B,1323,['combinatorics']
621,C,1706,['probabilities']
621,D,2356,"['brute force', 'math']"
621,E,2058,"['dp', 'matrices']"
618,A,905,['implementation']
618,B,1201,['constructive algorithms']
618,C,1848,"['geometry', 'implementation']"
618,D,2260,"['dfs and similar', 'dp', 'graph matchings', 'greedy', 'trees']"
618,E,2582,['data structures']
618,F,3033,"['constructive algorithms', 'two pointers']"
618,G,4000,"['dp', 'matrices', 'probabilities']"
617,A,745,['math']
617,B,1363,['combinatorics']
617,C,1803,['implementation']
617,D,1787,"['constructive algorithms', 'implementation']"
617,E,2350,['data structures']
613,A,1962,"['binary search', 'geometry', 'ternary search']"
613,B,2015,"['binary search', 'brute force', 'two pointers']"
613,C,2464,['constructive algorithms']
613,D,2795,"['dfs and similar', 'divide and conquer', 'graphs', 'sortings', 'trees']"
613,E,3408,"['dp', 'hashing', 'strings']"
614,A,1676,"['brute force', 'implementation']"
614,B,1501,['implementation']
614,C,1936,[]
614,D,2321,[]
614,E,2851,[]
611,A,1055,['implementation']
611,B,1419,"['brute force', 'implementation']"
611,C,1508,"['dp', 'implementation']"
611,D,2048,"['hashing', 'strings']"
611,E,2393,"['data structures', 'greedy', 'sortings']"
611,F,2609,"['binary search', 'implementation']"
611,G,3039,"['geometry', 'two pointers']"
611,H,3331,"['constructive algorithms', 'flows']"
610,A,1055,"['combinatorics', 'math']"
610,B,1365,['implementation']
610,C,1767,['constructive algorithms']
610,D,2251,"['data structures', 'geometry', 'two pointers']"
610,E,2640,"['data structures', 'strings']"
607,A,1432,"['binary search', 'dp']"
607,B,1864,['dp']
607,C,2522,"['hashing', 'strings']"
607,D,2615,"['data structures', 'trees']"
607,E,4000,"['binary search', 'geometry']"
608,A,1105,"['implementation', 'math']"
608,B,1523,['combinatorics']
608,C,1680,['dp']
608,D,2031,[]
608,E,2612,[]
605,A,1666,"['constructive algorithms', 'greedy']"
605,B,1745,"['constructive algorithms', 'data structures', 'graphs']"
605,C,2366,['geometry']
605,D,2464,"['data structures', 'dfs and similar']"
605,E,2692,"['probabilities', 'shortest paths']"
606,A,1282,['implementation']
606,B,1646,['implementation']
606,C,1663,[]
606,D,1971,['graphs']
606,E,2628,[]
603,A,1584,"['dp', 'greedy']"
603,B,1884,"['dfs and similar', 'dsu', 'math', 'number theory']"
603,C,2121,['games']
603,D,2976,"['geometry', 'math']"
603,E,3217,"['data structures', 'divide and conquer', 'dsu', 'math', 'trees']"
604,A,1041,['implementation']
604,B,1601,"['binary search', 'greedy']"
604,C,1666,"['constructive algorithms', 'dp', 'math']"
604,D,2061,['dsu']
604,E,2394,[]
601,A,1795,"['graphs', 'shortest paths']"
601,B,2062,['data structures']
601,C,2258,"['dp', 'probabilities']"
601,D,2466,"['data structures', 'dfs and similar', 'dsu', 'hashing', 'trees']"
601,E,2907,"['data structures', 'dp']"
602,A,1294,['implementation']
602,B,1495,"['dp', 'two pointers']"
602,C,1657,[]
602,D,2261,[]
602,E,2582,['probabilities']
599,A,923,['implementation']
599,B,1644,['implementation']
599,C,1627,['sortings']
599,D,1933,"['brute force', 'math']"
599,E,2964,"['bitmasks', 'dp']"
596,A,1244,['implementation']
596,B,1194,['greedy']
596,C,1781,"['greedy', 'sortings']"
596,D,2439,"['dp', 'probabilities', 'sortings']"
596,E,2823,"['dfs and similar', 'dp', 'graphs']"
593,A,1268,['brute force']
593,B,1662,"['geometry', 'sortings']"
593,C,2697,"['constructive algorithms', 'math']"
593,D,2335,"['data structures', 'trees']"
593,E,2576,"['dp', 'matrices']"
592,A,1433,['implementation']
592,B,1233,['math']
592,C,1876,['math']
592,D,2216,"['dfs and similar', 'dp', 'trees']"
592,E,2991,"['binary search', 'geometry', 'two pointers']"
590,A,1652,[]
590,B,2117,"['binary search', 'geometry', 'math']"
590,C,2230,"['dfs and similar', 'graphs', 'shortest paths']"
590,D,2349,['dp']
590,E,3333,"['graph matchings', 'strings']"
591,A,889,['math']
591,B,1297,['implementation']
591,C,1730,['constructive algorithms']
591,D,2212,[]
591,E,2375,"['dfs and similar', 'graphs', 'shortest paths']"
587,A,1459,['greedy']
587,B,2089,['dp']
587,C,2166,"['data structures', 'trees']"
587,D,3346,"['2-sat', 'binary search']"
587,E,2857,['data structures']
587,F,3150,"['data structures', 'strings']"
588,A,971,['greedy']
588,B,1454,['math']
588,C,1568,[]
588,D,2306,[]
588,E,2255,"['data structures', 'dfs and similar', 'trees']"
588,F,4000,[]
585,A,2029,"['brute force', 'implementation']"
585,B,1836,['dfs and similar']
585,C,2438,['number theory']
585,D,2280,['meet-in-the-middle']
585,E,2806,"['combinatorics', 'math', 'number theory']"
585,F,4000,"['dp', 'implementation', 'strings']"
586,A,1134,['implementation']
586,B,1289,['implementation']
586,C,1895,['implementation']
586,D,1852,['dp']
586,E,2410,['number theory']
586,F,2597,['meet-in-the-middle']
584,A,1148,['math']
584,B,1469,['combinatorics']
584,C,1688,"['constructive algorithms', 'greedy']"
584,D,1770,['number theory']
584,E,2361,"['constructive algorithms', 'greedy']"
582,A,1885,"['constructive algorithms', 'greedy']"
582,B,1944,"['dp', 'matrices']"
582,C,2431,['number theory']
582,D,3359,"['dp', 'number theory']"
582,E,2964,"['bitmasks', 'dp', 'expression parsing']"
583,A,1032,['implementation']
583,B,1262,['implementation']
583,C,1777,[]
583,D,2059,[]
583,E,2815,['number theory']
581,A,662,"['implementation', 'math']"
581,B,1318,['implementation']
581,C,1471,"['implementation', 'math', 'sortings']"
581,D,1750,"['bitmasks', 'brute force', 'constructive algorithms', 'implementation', 'math']"
581,E,4000,"['dp', 'greedy']"
581,F,2570,"['dp', 'trees', 'two pointers']"
580,A,1035,"['brute force', 'dp', 'implementation']"
580,B,1527,"['binary search', 'sortings', 'two pointers']"
580,C,1578,"['dfs and similar', 'graphs', 'trees']"
580,D,1913,"['bitmasks', 'dp']"
580,E,2691,"['data structures', 'hashing', 'strings']"
578,A,1642,"['geometry', 'math']"
578,B,1814,"['brute force', 'greedy']"
578,C,1997,['ternary search']
578,D,2647,"['dp', 'greedy']"
578,E,2771,"['constructive algorithms', 'greedy']"
578,F,4000,"['matrices', 'trees']"
579,A,1085,['bitmasks']
